Tweets,Label
$AAPL Looking for talented traders with strategies and techniques to present. http://t.co/lDdMFAVQ9h http://t.co/iAwGeKETWk,0
"FTC fines  $AAPL after ""Soupy Sales"" like behavior. ""Send me the little green papers in mommys purse"". http://t.co/Eabffm5QY3",0
@MelissaLeeCNBC The guy's right. $AAPL should close down and leave the country. That would help those workers!,0
"$AAPL - MARKET SNAPSHOT: U.S. Stocks Rise On Strong B. Of A. Results, Data http://t.co/7dibzIWWnz",0
LOL $AAPL FTC settlement. $32.5m - Apple makes $101 million ... PER DAY .... 8 hours worth of work,0
"RT @puiwingtam: Google outspends top 5 rivals combined - $AAPL, $FB, $MSFT, $YHOO, $AMZN - in deals push, with Nest just the latest. http:/…",0
$AAPL - Cantor Fitzgerald Shows Best Global Equity Research Ideas for 2014 -&gt; http://t.co/nrN8JkbCcg #stock #stocks #stockaction,0
$AAPL commentary in @MrTopStep Opening print $$  http://t.co/S10F7ct7CV,0
"RT @CallaLilly101: so today’s $AAPL news was not “exciting” come on come on

it’s about doing a lot of business for the, you know, money

$…",0
Daily dose of #Stata: Downloading intraday prices: NASDAQ: http://t.co/xJhvi9Glax $AAPL,0
$AAPL Apple's objections show why e-book monitor is needed: judge http://t.co/o6lQPN8nzT,0
RT @KeithMcCullough: 1. $AAPL ripping an important move back above yesterday's breakout line; new risk range = $542-565,1
RT @WSJ: Apple will refund a minimum of $32.5 million to settle complaint over app charges: http://t.co/uFqC95Wqnd $AAPL,1
RT @WSJ: Apple will refund a minimum of $32.5 million to settle complaint over app charges: http://t.co/uFqC95Wqnd $AAPL,1
RT @WSJ: Apple will refund a minimum of $32.5 million to settle complaint over app charges: http://t.co/uFqC95Wqnd $AAPL,1
$AAPL slapped for in-app purchases targeting kids RT @philiped Apple's kiddie app deal stirs controversy at the FTC http://t.co/J3lyU21lNH,0
$AAPL Apple Agrees to FTC Terms Over In-App Purchases With $32 Million Settlement - Mac Rumors http://t.co/OVkfO4yNV0,0
$AAPL scalp paying well to the short term longs..,0
RT @philstockworld: Balls to the Wall Wednesday - The Bull is Back!  $TSLA $AAPL $SPY $DIA $TM $F -- http://t.co/PwhWrWrPwu,0
$AAPL - [video] Apple: Technicals trump technology -&gt; http://t.co/yHAFbcv3B3 #stock #stocks #stockaction,0
"$AAPL New Apple, China Mobile deal goes beyond iPhones - New York Post http://t.co/9bEgIn5nXE",0
"RT @philstockworld: Webcast replay: ""Our 3 Top Trades for 2014"" - Last year was  $AAPL, $CIM and $TSLA, which one repeated?  #Profits https…",0
"RT @philstockworld: Webcast replay: ""Our 3 Top Trades for 2014"" - Last year was  $AAPL, $CIM and $TSLA, which one repeated?  #Profits https…",0
"This weeks trade on $AAPL https://t.co/R499dHuxop
What does everyone think about $GOOG er next week",0
RT @philstockworld: Balls to the Wall Wednesday - The Bull is Back!  $TSLA $AAPL $SPY $DIA $TM $F -- http://t.co/PwhWrWrPwu,0
"$AAPL Apple FaceTime invention uses face morphing, image matching to keep video ... - Apple Insider http://t.co/OPz8y6YXy7",0
RT @SeekingAlpha: What's In Store For Apple's App Store? http://t.co/8KswAJzwM4 $AAPL #APPLE,0
$AAPL Apple leads tech rally; 3-D printing stocks fall - MarketWatch http://t.co/RPz7sLCyft,0
$BBY thats what you get for being a SAMDUNG whore. should have pushed $AAPL products,1
$AAPL Stock Predictions: 13.02% gain in 3 Months |  http://t.co/bCJkTZk9Mk $spy $qqq $dji,0
RT @philstockworld: Balls to the Wall Wednesday - The Bull is Back!  $TSLA $AAPL $SPY $DIA $TM $F -- http://t.co/PwhWrWrPwu,0
RT @firstadopter: Apple's iPhone now represents 42% of smartphones owned in the US - NPD http://t.co/EFpWm6xQNh via @AppleInsider $AAPL,0
"#Apple stock update - $AAPL: $555.56, down -1.80 (-0.32%) on Thu Jan 16 2014 at 15:03:57 EST http://t.co/w4IphPgCCl",0
$AAPL Apple to face iPhone sales challenges in China - http://t.co/3dFESfzSGr http://t.co/rPAMLnqPEa,0
RT @plungeprotect: $LQMT and $AAPL rumors in Forbes article.  This story continues to gain traction. http://t.co/rSbxwscMxh,0
"""..the opportunity for $AAPL w/ $CHL is significant..providing investors w/ a new, long-term growth vector.."" Brian White, Cantor Fitzgerald",0
$AAPL Judaism In Cartoons And iPhone Apps - Forbes http://t.co/Go51jECXpJ,0
"@jeffhksar88 @AAPLTree Thanks Confirming - no subsidy options via online $AAPL store for any carrier, same in B&amp;M EXCEPT for $CHL.",0
"Correlation the last 3-years of $SPY VS $XLF, $GS, $GOOG, $AAPL",0
"20% of New York City 40,000 grand larcenies involve Apple products. $AAPL",0
"Qardio's health device, a great fit for #Apple store $AAPL http://t.co/nYAU5SMxdT",0
$AAPL - Microsoft May Soon Unveil Rival to Apple’s Siri -&gt; http://t.co/HK8ucVbr9A #stock #stocks #stockaction,0
$AAPL Research: iPad Air Is Keeping Up With Its Smaller Sibling http://t.co/hskMqTdFBX,0
"MARKET MAP: Technology 

$QQQ $SPY $OIL $AAPL http://t.co/j9Ccf8garL",0
@CNBCFastMoney $AAPL - Buying more here.,0
"3 Stocks To Watch This Week  --  Cree, Starbucks, and Microsoft  http://t.co/jCwM9ET0ZQ $CREE $SBUX $MSFT $AIXG $GMCR $MCD $GOOG $AAPL",0
[12:59 PM] SwatMod: AAPL 550 calls entered at 3.95 now at 5.20 -chat $AAPL $FB $GOOG $GS $TSLA,0
RT @manicakes: @Aapl_pain I think it's time to rename the Poor Man's Algo to the Rich Man's Algo. :) $AAPL,0
$AAPL FTC focuses on Apple's App Store while ignoring similar issues with Google Play - http://t.co/fEVfZWMAXw http://t.co/K9390Q0rM5,1
"$GOOG and $AAPL holding $NDX UP,

SWITCHED POSITION TO FULL BEAR, 

$ ON $QLD NOW $QID expecting NASDQ NEG SOON.

$DAX turning south a bit.",0
"$AAPL Which Stocks Benefit from Continued 4G Roll-Out? A Wall Street Transcript Interview with Benjamin Lowe, CFA, of Stifel, Nicolaus &amp;...",0
"RT @Sassy_SPY: Open Interest for 1/24 – $AAPL, $BIDU, $FB, $GOOG, $LNKD, $PCLN, $TSLA, $TWTR 
http://t.co/fXF2mwVASR",0
Apple Inc.: An Updated Bond Market View http://t.co/owa9g0o7uQ $AAPL,0
due to hate mail i tend not to post my $AAPL short trades lol,1
"RT @sniperoptions: $AAPL $GOOG $NFLX $FB $PCLN $ISRG  #OPTIONS #TRADER #stocks #DAYTRADER #dowjones
$GG CALL23.50   OP:32 CENT http://t.co/…",0
RT @CNBCnow: Today on @CNBCFastMoney with @ScottWapnerCNBC? @Carl_C_Icahn with the latest on $AAPL.,0
"$AAPL Icahn blasts Apple again, says bought $3 billion in shares http://t.co/glh3xrs5mg",0
RT @WSJ: Apple is now lagging behind its competitors in keeping customers happy: http://t.co/nRYKqatysi $AAPL http://t.co/p9GOusXzds,0
RT @WSJ: Apple is now lagging behind its competitors in keeping customers happy: http://t.co/nRYKqatysi $AAPL http://t.co/p9GOusXzds,0
I agree $AAPL is a no brainer though..,0
"RT @Carl_C_Icahn: Since tweeting about our large position in $AAPL on Aug 13, when the stock was 468 per share, we’ve kept buying shares of…",0
"RT @Carl_C_Icahn: Having purchased $500 million more $AAPL shares in the last two weeks, our investment has crossed the $3 billion mark yes…",0
$AAPL The Top 10 Books on Apple's iBooks - ABC News http://t.co/S1fqKnBhT8,0
$DJI is really starting to sell but it's gradual $MSFT earnings eyed $AAPL is having nice morning rally's but I cash out ever $10 stretch,0
"RT @Forbes: Carl Icahn makes a huge bet on Apple, tweeting that his investment in $AAPL has grown to $3 billion http://t.co/nALVhGtLNj",0
"RT @Forbes: Carl Icahn makes a huge bet on Apple, tweeting that his investment in $AAPL has grown to $3 billion http://t.co/nALVhGtLNj",0
RT @RANsquawk: Carl Icahn is due to speak in 13mins at 1215ET/1715GMT on CNBC $AAPL,0
RT @IvanTheK: $AAPL seems to have a bit of Icahn fatigue.,1
"Microsoft's New CEO And Earnings: A Look Ahead http://t.co/m5K8mlmRdt $MSFT, $AAPL",0
"#Apple stock update - $AAPL: $555.60, up 6.53 (1.19%) on Wed Jan 22 2014 at 12:28:52 EST http://t.co/w4IphPgCCl",0
$AAPL Apple envisions trackpad with sensors instead of click buttons - CNET http://t.co/24zDpZLT3g,0
"#Apple stock update - $AAPL: $553.08, up 4.01 (0.73%) on Wed Jan 22 2014 at 10:29:02 EST http://t.co/w4IphPgCCl",0
$AAPL Apple gets temporary break from antitrust monitor - CNET http://t.co/3anFKpYVIo,0
$AAPL Apple Inc. (AAPL) To Launch In-Store Repair Service For iPhone 5C http://t.co/WYw31HWF2Q,0
RT @stockerblog: Apple $AAPL accused of selling customers’ personal information http://t.co/ewOussnY5b,1
Owning and studying $TSLA and $AAPL has taught me a lot about the market. It’s truly is not logical. How it reacts to Apple news baffles me.,0
"RT @erichcloninger: Comparing Apples to.. well, Facebook of course.  $AAPL $FB http://t.co/O2d79O2FqI",0
$AAPL [video] Icahn a contender for CNBC's top 25 http://t.co/mW40ts6PlD,0
@InvestorsLive $LQMT and $AAPL current Master Transaction Agreemtn (MTA) expires on 2/5/14.  either new one is done (stock rips) or not,0
"$AAPL Apple has hired two more medical sensor experts to work on iWatch, 9to5Mac says http://t.co/3MMC0phTB1",0
$AAPL &gt; Short Alert $551.50,0
"RT @howardlindzon: Crazy @StockTwits: There were 40,000 grand larcenies in NYC last year. And nearly 20% of them were $AAPL products  - htt…",0
$AAPL Leaked screenshots might offer glance at Apple's iOS in the Car - GigaOM http://t.co/ltsjBNvGNA,1
$AAPL - Icahn accuses Apple of doing great disservice to investors -&gt; http://t.co/EdMfGdGTEL #stock #stocks #stockaction,0
Icahn on @CNBC now: I intend to buy more Apple. $AAPL,0
“@CNBCnow: Carl Icahn tells @CNBC that $AAPL shares are still cheap: http://t.co/DT6ndSj0Mf” @TheHumza here's your move,0
@Carl_C_Icahn What is your endgame with $AAPL?  Please share - Your actions and message are confusing.,0
"$AAPL Apple has hired two more medical sensor experts to work on iWatch, 9to5Mac says: Full Story http://t.co/jRNIjbVt6v",0
$AAPL David Trainner clown back on Stoctwits with his $250 valuation of $AAPL @dtrainer_NewConstructs,0
"RT @optionmonster: RT @Carl_C_Icahn: Having purchased $500M more $AAPL shares in the last two weeks, our investment has crossed the $3 bill…",0
"RT @agwarner: Apple Inc. ($AAPL): On Icahn, Earnings, and Options Speculation: Tracking put and call open interest.. http://t.co/DUkSbkBxgI",0
"RT @Carl_C_Icahn: Bought another $500mil of $AAPL tday, bringing our total to $3.6 billion.  If board doesn’t see AAPL’s ‘no brainer’ value…",0
RT @Carl_C_Icahn: Today we have put out a seven page letter to $AAPL shareholders discussing why buyback should be markedly increased: http…,0
"RT @WSJ: Apple is planning to release iPhone models this year with bigger screens, sources said. http://t.co/QHdevdYM45 $AAPL",0
@Aapl_pain its showing up in our algo as the start of a downtrend as well. Poor $AAPL.  Trade it!,1
$AAPL :),0
Find the next hot #pennystock $ZIPR $APFC $ATRO $AAPL View now http://t.co/phu7zXkqgv,0
Fucking GANGSTA $AAPL,0
"“@Carl_C_Icahn: Bought another $500mil of $AAPL tday, bringing our total to $3.6 billion."" #YOLO",0
"RT @MarketWatch: Apple $AAPL dominates the smartphone market, but experts say these 5 phones have iPhone beating features: http://t.co/F9pp…",1
$AAPL Best iPhone 5s Case – Logitech Thinks the TidyTilt Is It - http://t.co/UgvDiwRB0k http://t.co/i5rjblCLQr,0
"Time Magazine: A brief history of what Apple must do $AAPL ​​​#aapl
http://t.co/RiMJllXwQd",0
I wish $AAPL would fix the issues with Mavericks. Mail &amp; iCal are really broken with $GOOG hosted services. cc @tim_cook,1
$AAPL up to 570 soon.!! New bigger #iPhone screen. #over the top earnings revenue. #WatchOut new features next october. #amazing,0
$AAPL Icahn takes another $500 mln bite out of Apple http://t.co/EUcXwZpbcl,0
iPhone 6 Latest Apple Inc Rumors $AAPL http://t.co/W40qtQaYx7,0
@aapltree Apple iPhone sales v. Samsung have proven the majority of smart phone prefer convenience size (smaller is better).  $AAPL,0
"RT @fart: i ate a sandwich from the gas station “@Carl_C_Icahn: Bought another $500mil of $AAPL tday, bringing our total to $3.6 billion.”",0
$AAPL Apple investigating mood-based ad delivery system - Apple Insider http://t.co/LtDFSqRb2X,0
"September will see a flood of new gadgets from Sony, Samsung, Apple: http://t.co/rzySGlhBvO $AAPL, $GOOG",0
#rareearths prices are down this morning. Shorts are back in control of $MCP and today will be a tough one. #AVL $REE #REE $AAPL $GOOG $VIX,1
$AAPL Does your iPhone with iOS 7 suddenly reboot? Help is coming - Houston Chronicle (blog) http://t.co/uxnRVFSe7e,0
$AAPL can she close at HOD??,0
RT @Carl_C_Icahn: I'll be speaking with @CGasparino today at 3:10. $AAPL $EBAY #whatever,0
RT @Carl_C_Icahn: Today we have put out a seven page letter to $AAPL shareholders discussing why buyback should be markedly increased: http…,0
1 More Sign #Apple Could Smash Records With Its Upcoming #Earnings Report: http://t.co/cAt3lQR43M ( $AAPL #tech #iPhone #iPad ),0
"Carl Icahn adds another $500 million into $AAPL, total now at $3.6 billion and closing in on 1% ownership http://t.co/QCBXToF4Xq",0
RT @SeekingAlpha: Carl Icahn Returns From Vacation With Gusto http://t.co/cCyamWfj0j $EBAY $AAPL $NUAN,0
"What if, instead of buying those Apple products, you bought $AAPL stock on the day those products came out... http://t.co/aOKVT6hZaU #rich",0
Love him or hate him.@Carl_C_Icahn makes some very compelling points in his letter to $AAPL share holders...,0
"Trade -- $AAPL : Exit Long at 555.81,Date = 1/23/2014, Time = 15:57:3:0",0
@zerohedge @CNBCnow Icahn Ipump $AAPL. $PALM was also a no brainer at $100 in 2000,1
Are you buying $SWM $NGVC $SSNC  $AAPL Must see http://t.co/E3HMANPrno,0
"$AAPL Apple going big with two new iPhones, sources say - http://t.co/lUs7vihs52 http://t.co/F23nY063tJ",0
"I brushed my teeth in the shower #TimeIsMoney “@Carl_C_Icahn: Bought another $500mil of $AAPL tday, bringing our total to $3.6 billion.""",0
$AAPL [video] Apple needs to continue transformation: Fortt http://t.co/PysUy02DPP,0
RT @oledi45: or $YHOO :) RT @hovastocks $GOOG down.. Doesn't that make $AAPL more valuable.,0
"RT @EliLanger: If you bought Apple shares instead of the first Apple computer 30 years ago, your $2,495 would be worth $400,162 today. $AAPL",0
$AAPL - What’s so bad about falling prices? Nothing -&gt; http://t.co/ihf4L8tYll #stock #stocks #stockaction,1
"AFAIK there's no Samsung data from '12 so let's start here.
Galaxy smartphone line-100M shipped in '13
iPhone-150M sold
On to 2014. $AAPL",1
A trip down Mac memory lane as Apple's Macintosh turns 30 (Slideshow) http://t.co/PedGU09pL8 (Story) http://t.co/WsCF5sP0pM $AAPL,0
"RT @WSJ: Apple is planning larger displays for iPhones to be released this year, sources said: http://t.co/cNKlEQAnfq $AAPL http://t.co/0wA…",0
Someone should tell $TWTR $GOOG $AAPL $AAPL that markets correcting.  These r the real Teflon Don's. If these go it's a big correction 10%&gt;,0
"RT @WSJ: Apple is planning larger displays for iPhones to be released this year, sources said: http://t.co/cNKlEQAnfq $AAPL http://t.co/0wA…",0
Bigger Screens for iPhones: $AAPL http://t.co/4PK8hNPGN9,0
EBay reliance on PayPal for growth lowers chances of spinoff http://t.co/B7WqBaTuy2 $AMZN $EBAY $MA $V $AAPL $4331,0
"RT @EliLanger: If you bought Apple shares instead of the first Apple computer 30 years ago, your $2,495 would be worth $400,162 today. $AAPL",0
"RT @BloombergTV: Sorry Mac, you're no longer a twenty-something http://t.co/kwgWyRDg9e $AAPL http://t.co/vV8fmqYuUE",1
"RT @KCStottlar: @RossTucker #ichanraps $AAPL now expand the product line, Tim cook says all in due time, I need an iTV, to please me please!",0
Bullish on these #stocks $BBEP $ANTP $MNST  $AAPL Try this http://t.co/qPeRtgAvEK,0
$AAPL - Stocks tank on global economic concerns; Microsoft spikes despite CEO ... -&gt; http://t.co/mymkpVJGeQ #stock #stocks #stockaction,0
RT @WSJ: Apple to release iPhones with bigger screens this year $AAPL http://t.co/t7LDsAlHFq,0
RT @WSJ: Apple to release iPhones with bigger screens this year $AAPL http://t.co/t7LDsAlHFq,0
既然WSJ说了，那就是真的 RT @WSJ Apple to release iPhones with bigger screens this year $AAPL http://t.co/gEjEDDAoSR,0
$AAPL HondaLink Offers Partial Car-iPhone Integration Ahead of Apple's 'iOS in the ... - Mac Rumors http://t.co/tt9d6c9gpS,0
"RT @WSJ: Apple is planning larger displays for iPhones to be released this year, sources said: http://t.co/cNKlEQAnfq $AAPL http://t.co/0wA…",0
"Apple Executives Consider Thirty Years of Macintosh, Say iOS and OS X Convergence 'A Non-Goal $AAPL http://t.co/tkCrxjF2MK",0
Best #Stock Newsletter on $URRE $VPG $UIL $AAPL Visit http://t.co/45MDijaDuS,0
$AAPL New Apple TV coming out in first half 2014? - GMA News http://t.co/3vBqdWT4vN,0
RT @WSJ: The Macintosh computer has hit the big 3-0. See Apple's tribute to the Mac: http://t.co/Luq27XZpZP $AAPL,0
$AAPL - BlackBerrys Big Pentagon Win Was Only a Mirage -&gt; http://t.co/q1z0GIeha6 #stock #stocks #stockaction,0
RT @PeterGhostine: I guess Carl needs to buy antoher tranche of $AAPL. Sold the 552.50/555 call spread on my private stream today.,0
RT @StockTwits: 10 of the world's largest companies have a combined $588 billion in cash. MUST-SEE CHART: http://t.co/E7HVKLkikY $AAPL $MSFT,0
$AAPL a secret SuperBowl commercial would be an awesome surprise for Apple to tease a TV device with most of America watching. If only!,0
"If this market selloff continues for another 5-10%, there will be some great investing opportunities: $AAPL $AMZN $GOOG $TSLA $TWTR $YHOO",0
"RT @Zolio1: More signs of shift from bricks to clicks in earnings call, with huge implications for $GOOG $AMZN $EBAY $AAPL $EAT $CMG $DRI $…",0
#Stocks to hold onto $NEWP $DGII $AOL $AAPL Visit http://t.co/fYlhaDJ577,0
"RT @EliLanger: If you bought Apple shares instead of the first Apple computer 30 years ago, your $2,495 would be worth $400,162 today. $AAPL",0
$AAPL Handicapping Apple's quarterly earnings and revenue: Q1 2014 http://t.co/TiDdGcsQPF via @FortuneMagazine,0
RT @MisterMainSt: .@Karl_McDonnell @Carl_C_Icahn and $AAPL plans to make 5 million of them. That's $5b in production costs for one good. I …,0
"RT @firstadopter: TechCrunch: "" $AAPL 600 million users with credit cards on file.. $EBAY Paypal 137 million active accounts""",0
"$AAPL - Apple Q1 Earnings Seen Boosted By New iPhones, iPads WEBHED: Apple Q1 ... -&gt; http://t.co/O0QLModS5P #stock #stocks #stockaction",0
$AAPL Celebrate 30 years of Mac with Apple's hidden icon font - 9 to 5 Mac http://t.co/2kgVDllgo0,0
$AAPL Apple CEO Tim Cook On The NSA: 'Much Of What Has Been Said Isn't True' - Business Insider http://t.co/v3wTTs6diC,1
@PostsAtEventide @appleinsider Calling competitors a sub plot is the elitist attitude that is going to lead to $AAPL downfall....,0
$AAPL [video] Five iPhone-Beating Phone Features http://t.co/4ObeYWkbq3,0
@opt_trdr @FeelTrade I'm actually getting less Bullish on $AAPL the more people keep posting they're long. But I expect a good quarter.,0
"RT @WSJ: Apple is planning larger displays for iPhones to be released this year, sources said: http://t.co/cNKlEQAnfq $AAPL http://t.co/0wA…",0
#Stocks to buy $DISCA $CCUR $ORCC  $AAPL Must see http://t.co/gURpUKhMuZ,0
Todays Stocks to Watch $MRVL $RMTI $MILL $AAPL View now http://t.co/rduqCDqpiT,0
Wow. Great #Stock #Research on $JNJ $TISI $DD $AAPL Check out http://t.co/xrc3NJnM59,0
$AAPL In pictures: The 30th Anniversary of Apple Macintosh computers - http://t.co/ts0gltqfdh http://t.co/6Ln8JrtU8v,0
"$AAPL Has Too Many Catalysts for the Stock to Decrease in Value.
http://t.co/i7F5GcGn6c",0
Top #Stocks today $RJET $SYK $HEES $AAPL Give it a try http://t.co/QoZHuI0eSg,0
"$AAPL Apple's Mac still influences, 30 years after debut - Fox News http://t.co/3WBhS1O6TS",0
"RT @StockTwits: $AAPL reports earnings tomorrow, and here's a chart that shows what every analyst is predicting: http://t.co/MNtQCU0ofH",0
"Now they’re not building iWatch, iPhablet and iTV quick enough for the tech media  $AAPL",0
Get great research on stocks $BAC $STZ $KOG $AAPL Check out http://t.co/ruiPMTKJjC,0
Looking for the next performer like $MCP $CMRG $TCCO $AAPL View now http://t.co/8xPBaP6XC3,0
1st Internal Video of #Jobs Unveiling the Mac - The Dude had talent - http://t.co/0K5bc5lCRR - $AAPL #Apple,0
RT @WSJ: Apple to release iPhones with bigger screens this year $AAPL http://t.co/Tf6UU4Q9Ul,0
RT @SeekingAlpha: Earnings Finally Matter http://t.co/ejTamYSBAd $AA $AAPL $AMZN $BX $CMG $FB $LULU $LVS $MA $PSX $STX $VMW $YHOO,0
Yahoo! Weather for iPad is an amazing app. I love the animations and data. They're making better apps for iOS than Apple is. $YHOO $AAPL,0
$AAPL Could Apple Inc. Have Sold 60 Million iPhones Last Quarter? http://t.co/O3QO4S6C92,0
Benzinga Weekly Preview: Tech Sector To Steal The Spotlight $AAL $AAPL $AMGN #premarket http://t.co/ShXa5lnBPr,1
#Stocks to Sell $BXG $OXGN $TLAB $AAPL Click http://t.co/bkgo5RqqO6,0
$AAPL weekly straddle showing about 6% move in either direction.,0
"there was huge negativity towards $AAPL. CEO awful, margins would collapse, iphone worse than android. now big Christmas &amp; loud Icahn!",1
"24 of the world's biggest companies report earnings next week. Including $AMZN, $GOOG, $FB, and $AAPL: http://t.co/UWmP8XH5fO”",0
$AAPL Apple Inc. (AAPL): Apple's Secret Weapon Into Earnings And 2014 http://t.co/ns5I6s4QGG,1
$AAPL News Alert:  http://t.co/yqfdD3T3MK  Updated options view: https://t.co/gaXnEoT1NG  All options views: https://t.co/dUHzbxOXOr,0
"@applenws This could bring Apple on top the world again, the leader in the smartphone world! And crushing Samsung $GTAT $AAPL",1
Ericsson fait la paix avec Samsung sur les brevets http://t.co/eyVnIXmmLF $ERICb $005930 $GOOG $AAPL,0
Went long the $AAPL March $550 calls on Friday. Hope to get the earnings pop in AH like $NFLX last week,0
$AAPL Russia's Megafon signs new iPhone deal with Apple http://t.co/PKnZS4sEET,0
RT @philstockworld: Philstockworld January Trade Review (Part 2) Featuring: #oil #gold #Nikkei $SPY $AAPL $TWTR $NFXL $Retailsales -- http:…,0
$AAPL 600 calls... are you serious?  at least get something closer like 560 or something.,0
in on some $AAPL earnings fun...,0
$AAPL ripping,0
$AAPL - Jan. 27 Premarket Briefing: 10 Things You Should Know -&gt; http://t.co/bK3apaoSyq #stock #stocks #stockaction,0
RT @philstockworld: Philstockworld January Trade Review (Part 2) Featuring: #oil #gold #Nikkei $SPY $AAPL $TWTR $NFXL $Retailsales -- http:…,0
"RT @WSJ: Foxconn, which assembles gadgets for Apple, plans to relocate high-tech manufacturing to the U.S.  $AAPL http://t.co/MmdF5qTFFr",0
"RT @StockTwits: $AAPL reports earnings tomorrow, and here's a chart that shows what every analyst is predicting: http://t.co/MNtQCU0ofH",0
"$AAPL Virgin Mobile Takes Another 10 Percent Off Apple's iPhone 5s, iPhone 5c - AppAdvice http://t.co/J4rvB131u7",0
"RT @nyinvesting: RT @StockTwits: 24 of world's biggest companies report earnings next week. Including $AMZN, $GOOG, $FB, and $AAPL: http://…",0
Apple is making moves toward expanding its mobile-payments service to stores $AAPL http://t.co/LSLgH45kgP,0
RT @philstockworld: Philstockworld January Trade Review (Part 2) Featuring: #oil #gold #Nikkei $SPY $AAPL $TWTR $NFXL $Retailsales -- http:…,0
RT @philstockworld: Philstockworld January Trade Review (Part 2) Featuring: #oil #gold #Nikkei $SPY $AAPL $TWTR $NFXL $Retailsales -- http:…,0
Oh yeah - $AAPL $FB $AMZN earnings this week!,0
RT @philstockworld: Philstockworld January Trade Review (Part 2) Featuring: #oil #gold #Nikkei $SPY $AAPL $TWTR $NFXL $Retailsales -- http:…,0
"RT @WSJ: Foxconn, which assembles gadgets for Apple, plans to relocate high-tech manufacturing to the U.S.  $AAPL http://t.co/MmdF5qTFFr",0
$AAPL This Table Shows You What Every Single Analyst Is Saying About Apple Earnings http://t.co/hfVrJ7YVHB,0
RT @philstockworld: Philstockworld January Trade Review (Part 2) Featuring: #oil #gold #Nikkei $SPY $AAPL $TWTR $NFXL $Retailsales -- http:…,0
Are you buying $HUN $FORR $TREX $AAPL Worth a look http://t.co/DdU4gDT1mt,0
$AAPL tanking aft disappointing guidance &amp; soft iPhone sales..,1
"After the closing bell today, 5 companies are expected to report results: $AAPL $ZION $PCL $STX and $X #SPXearnings",0
bobirw: Short 100 $AAPL at 550.08: bobirw http://t.co/EGE4nLROi5,0
RT @philstockworld: Philstockworld January Trade Review (Part 2) Featuring: #oil #gold #Nikkei $SPY $AAPL $TWTR $NFXL $Retailsales -- http:…,0
RT @philstockworld: Philstockworld January Trade Review (Part 2) Featuring: #oil #gold #Nikkei $SPY $AAPL $TWTR $NFXL $Retailsales -- http:…,0
RT @philstockworld: Philstockworld January Trade Review (Part 2) Featuring: #oil #gold #Nikkei $SPY $AAPL $TWTR $NFXL $Retailsales -- http:…,0
"$AAPL - Apple, Ford, Yahoo are Tuesday’s stocks to watch -&gt; http://t.co/oIPwj44ncb #stock #stocks #stockaction",0
$16.7 million in revenue per $AAPL store. Good lord.,0
"Gartman is bearish of $AAPL in gold terms, of which he's bullish in Yen terms.",0
RT @CNBCnow: Shares of Apple lower by more than 5% after-hours following the company's earnings release: http://t.co/IugNhil17z $AAPL,0
RT @CramersShirt: 9.6 million shares bought in quarter of stock $AAPL,0
Apple forecast sales of $42-44bn in next qtr with $46bn expected.  $AAPL.  Shares fell 8% or $40bn,0
RT @LauricellaTom: Apple sold 77 mln iphones and ipads in 3 months. There are 64 million people in the UK. Sell! Sell! Sell! $AAPL @WSJMone…,0
RT @Forbes: Apple shares now down 8 percent or $43.85 http://t.co/LKJ4V2Q7Fk $AAPL,0
"RT @Forbes: Apple says it sold 26 million iPads, which it called ""an all-time quarterly record"" http://t.co/ev65MUUvV4 $AAPL",0
All eyes on Apple Inc. $AAPL http://t.co/MjlYCB0dlH,0
Remember no two bets can be the same guys so if someone got your bet before we will be asking you to update! $AAPL #LUCCICHEESESTEAK,1
@kesheriyaji $AAPL 545-547 is key above 558 i snext,0
"$AAPL Preview #5:  But, let's remember that AAPL ALWAYS defers more revenue in fiscal Q1 (holiday qtr) than fiscal Q4.",0
139 Calls from Friday's TV &amp; Twitter commentary updated to the Screener: http://t.co/i9XtPoNjsy  Most Opined: $EEM $AAPL $SBUX,0
$AAPL Apple May Mention Chitikas iPad Usage Statistic In Todays Conference C... http://t.co/BfkDBKVog1,0
"Apple sells 51M iPhones &amp; earns $13.1B in profit in Q1, but stock drops 5.5% http://t.co/XiUxyyIBZW $AAPL",0
RT @sellputs: wax on wax off $AAPL http://t.co/4LKVYZd4qK http://t.co/zIEEfLWmKu,0
"$AAPL Miss.. ok, riddle me this.. what does this say for AAPL suppliers going forward SNDK, QCOM, SWKS. BRCM. Margin compression a coming..",1
"Guess Carl couldn't ""inflate"" $AAPL past Fib level, shared ""last week!"" Fib wins over flag? $QQQ  http://t.co/uxlQZwSr0j",0
$AAPL bounceless so far  500s magnet,0
Added back another 1/3 $AAPL @ 505.50,0
$AAPL Icahn should listen to his son more,0
$AAPL $SPY  watch the earnings roll LIVE news flow. $SPY $TSLA $NFLX http://t.co/xH6GGsanru http://t.co/pvEkZqoaaw,0
@sanglucci ROFL $AAPL day keeps doctor away !,0
RT @Sassy_SPY: Big Earnings Next Week - Open Interest and Implied Volatility for $AAPL $FB $AMZN $CMG $GOOG $MA http://t.co/c8xAtBHYR6,0
@allietrades5 lol yeah my daily reading/education is due to my obsession with the stock market. Lots of fuss with $AAPL today!!,0
"$AAPL predictions , bragging , or bashing never produced a profit , trade it, buy it, sell it, or shut up about it ...",1
